,folder,file,pred_text,actual_text
6283,TCE_1467,referencescmob1,' Extra Granesan - F08672848 ) .,Ekta Ganesan - 7086728481
6284,TCE_1237,nationality,Indian .,Indian
6285,TCE_1237,Dateofbirth,816 IIG69 .,8/6/1959
6286,TCE_1237,Fatherhusbandname,Harsh Varty .,Harsh Varty
6287,TCE_1237,permanentaddress,"H.NO.72 , Vanessa Nagan , I carcinida 97059","H.No. 72, Ganesan Nagar, Kakinada 970877"
6288,TCE_1237,experience,3 years at Nathan Dewan and Lord .,3 years at Rattan  Dewan and Lad
6289,TCE_1237,date,65 ( 291 20/25,5/29/2025
6290,TCE_1237,presentaddress,"29 , Deshmurah Raad udupi 916379 .","29, Deshmukh Road, Udupi 916379"
6291,TCE_1237,gender,male .,Male
6292,TCE_1237,bloodgroup,bt,B+
6293,TCE_1237,experience1,6 years at Das Sarne and Behl,6 years at Das  Sathe and Behl
6294,TCE_1237,qualification,loth pans .,10th Pass
6295,TCE_1237,languageknown,"Marathi , Gujarati , Kannada","Marathi, Gujarati, Kannada"
6296,TCE_1237,referencescmob2,Chanite Whose - 8378571107,Charita Ghose - 8378571107
6297,TCE_1237,maritalstatus,single .,Single
6298,TCE_1237,contactnumber,9 223994247,9223994247
6299,TCE_1237,AlternateNo,7 67594/2.54 .,7675941254
6300,TCE_1237,place,Bengaluru .,Bengaluru
6301,TCE_1237,candidatename,zehann Varty,Zehaan Varty
6302,TCE_1237,referencescmob1,Elipad Murir-7679158156,Ekapad Mutti - 7679158156
6303,VIT_771,nationality,Indianism .,Indian
6304,VIT_771,Dateofbirth,of 22 ( 1991 .,1/22/1991
6305,VIT_771,Fatherhusbandname,Baltwar Sarat .,Balhaar Saraf
6306,VIT_771,permanentaddress,"05 , Tank Park , Bharatpur 950668","05, Tank Path, Bharatpur 950868"
6307,VIT_771,experience,9 years at Amora Paul and Sir,9 years at Arora  Pau and Bir
6308,VIT_771,date,10 ( 03 )2022,10-03-2022
6309,VIT_771,presentaddress,"213 , Sawhney Mang , Sagar 552615","213, Sawhney Marg, Sagar 552615"
6310,VIT_771,gender,Female .,Female
6311,VIT_771,bloodgroup,of,O+
6312,VIT_771,experience1,8 years at Venkataraman . The,8 years at Venkataraman Inc
6313,VIT_771,qualification,Phd .,PhD
6314,VIT_771,languageknown,"bryorati , Hindi , Marathi , English","Gujarati, Hindi, Marathi, English"
6315,VIT_771,aadhaarcard,8611 12wo0000,861000000000.0
6316,VIT_771,referencescmob2,"Jonathan Houlden - 800887 ,",Jonathan Halder - 8008871816
6317,VIT_771,maritalstatus,Married .,Married
6318,VIT_771,contactnumber,430 8883563 .,7308883563
6319,VIT_771,AlternateNo,"7 4,6,5,0.862 .",7466560862
6320,VIT_771,place,Lucknow .,Lucknow
6321,VIT_771,candidatename,Yamini Saras .,Yamini Saraf
6322,VIT_771,referencescmob1,"Amana Mau- 98-880329 ,",Amara Mann - 9818803291
6323,MIT_515,nationality,studian .,Indian
6324,MIT_515,Dateofbirth,11 ( 28 ( 1975 .,11/28/1975
6325,MIT_515,Fatherhusbandname,Maanav Trivedi .,Maanav Trivedi
6326,MIT_515,permanentaddress,"00/924 , Hayre Street , Blind-372954","00/734, Hayre Street, Bhind-372954"
6327,MIT_515,experience,3 years at Rege Plc.,3 years at Rege PLC
6328,MIT_515,date,02 ( 26 ( 2022,2/26/2022
6329,MIT_515,presentaddress,"56105 , Mody Nagar , Allahabad - 092846","58/05, Mody Nagar, Allahabad-092846"
6330,MIT_515,gender,Female .,Female
6331,MIT_515,bloodgroup,AB -,AB-
6332,MIT_515,experience1,6 years at Kambar Krishnamurthy andwal,6 years at Kamdar  Krishnamurthy and Mital
6333,MIT_515,qualification,Diploma .,Diploma
6334,MIT_515,languageknown,"Tamil , Gujarati , English , Morathi","Tamil, Gujarati, English, Marathi"
6335,MIT_515,aadhaarcard,23 2396000000,232000000000.0
6336,MIT_515,referencescmob2,Der Sama - 9226062215,Dev Sama - 9226062215
6337,MIT_515,maritalstatus,Married .,Married
6338,MIT_515,contactnumber,7 822 30 5406 .,7822305406
6339,MIT_515,AlternateNo,7 200747262,7200747262
6340,MIT_515,place,Tai pur,Jaipur
6341,MIT_515,candidatename,Aahana Trivedi .,Aahana Trivedi
6342,MIT_515,referencescmob1,Aayush Khurard -887285177 (,Aayush Khurana - 8872851771
6343,MIT_632,nationality,Indianism .,Indian
6344,MIT_632,Dateofbirth,12/28 ( 1990 .,12/28/1990
6345,MIT_632,Fatherhusbandname,Jack Dutta .,Jack Dutta
6346,MIT_632,permanentaddress,"318 , Kade Circle , Ambeunath -1215780","318, Kade Circle, Ambarnath-125780"
6347,MIT_632,experience,5 years at Kanda Group .,5 years at Kanda Group
6348,MIT_632,date,19/24 ( 2025 .,10/24/2025
6349,MIT_632,presentaddress,"HNW. 334 , Amble Nagar , Ajmer -40 3-40k","H.No. 337, Amble Nagar, Ajmer-403704"
6350,MIT_632,gender,Male .,Male
6351,MIT_632,bloodgroup,But,B+
6352,MIT_632,experience1,dyears at Goda browal and Nazareth,2 years at Goda  Grewal and Nazareth
6353,MIT_632,qualification,by graduate .,Graduate
6354,MIT_632,languageknown,"Hendi Karmada , Bengali .","Hindi, Kannada, Bengali"
6355,MIT_632,aadhaarcard,880063000000,880000000000.0
6356,MIT_632,referencescmob2,Harrison Viswanathan - 980 31661 7,Harrison Viswanathan - 9803168617
6357,MIT_632,maritalstatus,Married .,Married
6358,MIT_632,contactnumber,80308 26419 .,8030826419
6359,MIT_632,AlternateNo,855 7/ 35979 .,8557135979
6360,MIT_632,place,Bhopal .,Bhopal
6361,MIT_632,candidatename,Ryan Dutta .,Ryan Dutta
6362,MIT_632,referencescmob1,Hechal Kanda - 80 98 948858,Ucchal Kanda - 8098948858
6363,TCE_1010,nationality,Indian .,Indian
6364,TCE_1010,Dateofbirth,2/29 (2000 .,2/29/2000
6365,TCE_1010,Fatherhusbandname,Harrison Puri,Harrison Puri
6366,TCE_1010,permanentaddress,"068 , Mann Marg , Amrohe -380826","065, Mann Marg, Amroha-380826"
6367,TCE_1010,experience,3 years at Patla-Bajaj,3 years at Patla-Bajaj
6368,TCE_1010,date,10 6/12/20.2 .,6/12/2022
6369,TCE_1010,presentaddress,"H. No. 098 , Bhatia Zila , Adoni 430021","H.No. 098, Bhatia Zila, Adoni 430027"
6370,TCE_1010,gender,Male,Male
6371,TCE_1010,bloodgroup,o-,O-
6372,TCE_1010,experience1,6 years at Sarma-Devian,6 years at Sarna-Devan
6373,TCE_1010,qualification,Graduate .,Graduate
6374,TCE_1010,languageknown,English . Hindi Kannada,"English, Hindi, Kannada"
6375,TCE_1010,referencescmob2,Omisha Kara - 8688 3/36.3 .,Omisha Kara - 8688313623
6376,TCE_1010,maritalstatus,married .,Married
6377,TCE_1010,contactnumber,1 5.2.49 3.8.4.5,7524937845
6378,TCE_1010,AlternateNo,9705675769,9705675769
6379,TCE_1010,place,Imphal .,Imphal
6380,TCE_1010,candidatename,Azad Puri .,Azad Puri
6381,TCE_1010,referencescmob1,Nitesh Ramesh - 1997-70-785 .,Nitesh Ramesh - 7997907785
6382,MIT_148,nationality,Indian .,Indian
6383,MIT_148,Dateofbirth,6 (7 ( 1990 .,06-07-1990
6384,MIT_148,Fatherhusbandname,theodore bear .,Theodore Bedi
6385,MIT_148,permanentaddress,"754, Every circle , Chicago-to888 6","754, Garg Circle, Shimoga-653286"
6386,MIT_148,experience,3 years at Cherian Pho-,3 years at Cherian PLC
6387,MIT_148,date,"11/0,5034 .",11-12-2024
6388,MIT_148,presentaddress,"13,594 , Toor Chowk , navi Mumbai 5.1.37 .","13/524, Toor Chowk, Navi Mumbai 552137"
6389,MIT_148,gender,mate .,Male
6390,MIT_148,bloodgroup,Br.,B-
6391,MIT_148,experience1,7 years at Chaudory Banmap and,7 years at Chaudry  Barman and Tripathi
6392,MIT_148,qualification,sipoloma .,Diploma
6393,MIT_148,languageknown,"Konrada , maksalam , Bengali , Foreign Telegram","Kannada, Malayalam, Bengali, Telugu"
6394,MIT_148,referencescmob2,Nircraft shanker - 87166 2050 1,Nimrat Shanker - 8716620501
6395,MIT_148,pancard,POWB b.3/30-,PQIVB6348G
6396,MIT_148,maritalstatus,Marrived .,Married
6397,MIT_148,contactnumber,65 190 70916 .,8519070916
6398,MIT_148,AlternateNo,"888 770327 ,",8887703271
6399,MIT_148,place,Kavareth ;,Kavaratti
6400,MIT_148,candidatename,chamber beds .,Charles Bedi
6401,MIT_148,referencescmob1,Lakshat sanghur - 9 27526 9818,Lakshit Sanghvi - 9275269818
6402,TCE_1497,nationality,Indian .,Indian
6403,TCE_1497,Dateofbirth,( ( Tr. ) 1978 .,1/7/1978
6404,TCE_1497,Fatherhusbandname,Gautam Ghose .,Gautam Ghose
6405,TCE_1497,permanentaddress,"221 , Bahri Marg , Dharmavaram 191658 .","227, Bahri Marg, Dharmavaram 191658"
6406,TCE_1497,experience,agears at Verma LLC .,9 years at Verma LLC
6407,TCE_1497,date,08 ( 221 2025,8/22/2025
6408,TCE_1497,presentaddress,"H.No. lb , Kibe Street , Pondicherry - 87440","H.No. 16, Kibe Street, Pondicherry-874402"
6409,TCE_1497,gender,Female .,Female
6410,TCE_1497,bloodgroup,AB -,AB-
6411,TCE_1497,experience1,I years at Baku Tank and Menon,1 years at Babu  Tank and Menon
6412,TCE_1497,qualification,20th Pier .,10th Pass
6413,TCE_1497,languageknown,"Tamil Malayalam Marathi , Telugu","Tamil, Malayalam, Marathi, Telugu"
6414,TCE_1497,referencescmob2,Yauvani Prashu - 7908857830 .,Yauvani Prabhu - 7908857830
6415,TCE_1497,maritalstatus,single .,Single
6416,TCE_1497,contactnumber,95 80350168 .,9580350168
6417,TCE_1497,AlternateNo,7022293669,7022293669
6418,TCE_1497,place,TRaipur .,Raipur
6419,TCE_1497,candidatename,Tanya Ghose,Janya Ghose
6420,TCE_1497,referencescmob1,""" Lipika Kuruvilla - 9313b992340",Lipika Kuruvilla - 9313692340
6421,MIT_529,nationality,Indian .,Indian
6422,MIT_529,Dateofbirth,7/20 (1968 .,7/20/1968
6423,MIT_529,Fatherhusbandname,Vincent Patil .,Vincent Patil
6424,MIT_529,permanentaddress,"401242 , Garde Street , Banilly-063236","40/242, Garde Street, Bareilly-063236"
6425,MIT_529,experience,4 years at Mall Balaw and Oroda,4 years at Mall  Balay and Goda
6426,MIT_529,date,10 ( 23 ( 2023 .,10/23/2023
6427,MIT_529,presentaddress,"16 (681 , Thaveri Zila , Nandyal-67072 1","16/681, Jhaveri Zila, Nandyal-670721"
6428,MIT_529,gender,Female .,Female
6429,MIT_529,bloodgroup,Bt .,B+
6430,MIT_529,experience1,1 years at chokshi sharma and sole,1 years at Chokshi  Sharma and Sule
6431,MIT_529,qualification,12th Pass .,12th Pass
6432,MIT_529,languageknown,"Hindi , Bengali , Kannado , Tamil","Hindi, Bengali, Kannada, Tamil"
6433,MIT_529,referencescmob2,Havish Mukherjee - 8384 213067,Harish Mukherjee - 8384213067
6434,MIT_529,pancard,UI WPA 8133 ) .,UIWPA8133I
6435,MIT_529,maritalstatus,married .,Married
6436,MIT_529,contactnumber,76588 76432 .,7658876432
6437,MIT_529,AlternateNo,724909 7085 .,7249097085
6438,MIT_529,place,Round him .,Ranchi
6439,MIT_529,candidatename,Niharika Patel .,Niharika Patil
6440,MIT_529,referencescmob1,Daika Atwal - 8662459039 .,Darika Atwal - 8661459039
6441,VIT_744,nationality,Indian,Indian
6442,VIT_744,Dateofbirth,6 926 1978 .,6/26/1978
6443,VIT_744,Fatherhusbandname,Wyatt Desai .,Wyatt Desai
6444,VIT_744,permanentaddress,"5167 , Pandit Gary , Malda 694298 .","567, Pandit Ganj, Malda 694298"
6445,VIT_744,experience,7 Years at June-Choudhry,7 years at Anne-Choudhry
6446,VIT_744,date,w123 ( 2025 .,10/23/2025
6447,VIT_744,presentaddress,"86/37 , Viswanathan Nagara's Embassy","86/37, Viswanathan Nagar, Sri Ganganagar 606223"
6448,VIT_744,gender,female .,Female
6449,VIT_744,bloodgroup,obt .,B+
6450,VIT_744,experience1,of Years at Ramanishman-Ions,3 years at Ramakrishnan-Jani
6451,VIT_744,qualification,10th Pass .,10th Pass
6452,VIT_744,languageknown,"Guyarati , Tamil","Gujarati, Tamil"
6453,VIT_744,aadhaarcard,4813200000000,481000000000.0
6454,VIT_744,referencescmob2,Abhisam Banik-8300sobo 93,Abhiram Banik - 8300806093
6455,VIT_744,maritalstatus,Massied .,Married
6456,VIT_744,contactnumber,76 24955996,7624955996
6457,VIT_744,AlternateNo,7008 465829,7028465829
6458,VIT_744,place,Utizawl .,Aizawl
6459,VIT_744,candidatename,Dipta diesai .,Dipta Desai
6460,VIT_744,referencescmob1,Dhrew of general - 790833351,Dhruv Agarwal - 7908335100
6461,TCE_1062,nationality,Indian .,Indian
6462,TCE_1062,Dateofbirth,2/08 ( 1995 .,2/22/1995
6463,TCE_1062,Fatherhusbandname,Henry Halalla .,Henry Walla
6464,TCE_1062,permanentaddress,"H. No. 85 , chaudhane zalla , Hagipur","H.No. 85, Chaudhari Zila, Hajipur-101460"
6465,TCE_1062,experience,years at chacko-Sankar .,7 years at Chacko-Sankar
6466,TCE_1062,presentaddress,"44 , Roy Mary , Nangloa fat 329010","44, Roy Marg, Nangloi Jat 329010"
6467,TCE_1062,gender,Male .,Male
6468,TCE_1062,bloodgroup,A F,A+
6469,TCE_1062,experience1,"4 "" years at Nurley group .",4 years at Murty Group
6470,TCE_1062,qualification,"Gradue ,ah .",Graduate
6471,TCE_1062,languageknown,"English . Malayalam , Telugu","English, Malayalam, Telugu"
6472,TCE_1062,referencescmob2,Greeteka Ramgananthan - 85 4/2.338 .,Geetika Ranganathan - 8574273228
6473,TCE_1062,maritalstatus,Marered .,Married
6474,TCE_1062,contactnumber,"7 27,000688 .",7272606088
6475,TCE_1062,AlternateNo,9491856337 .,9491356337
6476,TCE_1062,candidatename,Dranif Klailla .,Pranit Walla
6477,TCE_1062,referencescmob1,Royjaan Prabhikar - Q145667866,Rayaan Prabhakar - 9145667866
6478,MIT_527,nationality,Inchairs .,Indian
6479,MIT_527,Dateofbirth,5 (191 in (8 .,5/19/1998
6480,MIT_527,Fatherhusbandname,Charitama Bohal .,Chaitanya Bobal
6481,MIT_527,permanentaddress,"Hancini-798, Loyal path ,","H.No. 798, Loyal Path, Ranchi 903729"
6482,MIT_527,experience,4 Years at Voga Ltd .,4 years at Vora Ltd
6483,MIT_527,date,11 ( refro22,11/19/2022
6484,MIT_527,presentaddress,"Hixonai 307,63andhu zila ,","H.No. 307, Sandhu Zila, Karnal-216336"
6485,MIT_527,gender,Male .,Male
6486,MIT_527,bloodgroup,AB -,AB-
6487,MIT_527,experience1,by years at Buro Ramannathan,6 years at Bera  Ramanathan and Wali
6488,MIT_527,qualification,both parts .,10th Pass
6489,MIT_527,aadhaarcard,"5521 8,000000 #",553000000000.0
6490,MIT_527,referencescmob2,Yahui Kar -8011412115,Yahvi Kar - 8017472715
6491,MIT_527,maritalstatus,Marvined .,Married
6492,MIT_527,contactnumber,"7 (2980830 """,7129806830
6493,MIT_527,AlternateNo,8 3/176061 3 .,8311760613
6494,MIT_527,place,Kobima .,Kohima
6495,MIT_527,candidatename,zellman Bohal .,Zehaan Bobal
6496,MIT_527,referencescmob1,enakoulea Prabhun-8339241299,Chakrika Prabhu - 8339241299
6497,MIT_422,nationality,INDIAN .,Indian
6498,MIT_422,Dateofbirth,9/10 ( 19-71 .,9/10/1971
6499,MIT_422,Fatherhusbandname,Anthony Chaudhuri .,Anthony Chaudhuri
6500,MIT_422,permanentaddress,"081 , Sekhan , Jodhpur 400347","031, Sekhon, Jodhpur 400347"
6501,MIT_422,experience,5 YEARS AT DYAL LLC,5 years at Dyal LLC
6502,MIT_422,date,05 (09 ( 2024 .,5/9/2024
6503,MIT_422,presentaddress,"Old Mukhopadhyay Nayar , Kolkata","016, Mukhopadhyay Nagar, Kolkata 721860"
6504,MIT_422,gender,male,Male
6505,MIT_422,bloodgroup,out,O+
6506,MIT_422,experience1,8 years at Hayre-mallick .,3 years at Hayre-Mallick
6507,MIT_422,qualification,pHD .,PhD
6508,MIT_422,languageknown,"MARATHS , MALAYALAM , Tamil , BENGALI","Marathi, Malayalam, Tamil, Bengali"
6509,MIT_422,aadhaarcard,45804 1000000,453041000000
6510,MIT_422,referencescmob2,HARKING SHUKLA - 9668381238 .,Hardik Shukla - 9663381238
6511,MIT_422,maritalstatus,MARRIED .,Married
6512,MIT_422,contactnumber,8U13 714171 .,8013714171
6513,MIT_422,AlternateNo,7 399 801429 .,7399801429
6514,MIT_422,place,chennai .,Chennai
6515,MIT_422,candidatename,Chandran Chaudhuri,Chandran Chaudhuri
6516,MIT_422,referencescmob1,WRIDESH CHHADRA - 7.200-643 .,Wridesh Chhabra - 7220071643
6517,MIT_598,nationality,Indian .,Indian
6518,MIT_598,Dateofbirth,61 19/ 1975 .,6/19/1975
6519,MIT_598,Fatherhusbandname,Wahab Agrawal,Wahab Agrawal
6520,MIT_598,permanentaddress,"60/ 435 , Varma , Phagwara Q07996","60/435, Varma, Phagwara 907996"
6521,MIT_598,experience,8 years at Mane-mishra .,8 years at Mane-Mishra
6522,MIT_598,date,# # 2 ) 2023 .,11-02-2023
6523,MIT_598,presentaddress,"H.NO. 10 , Ram Chowk , Purnia 654347","H.No. 10, Rau Chowk, Purnia 654347"
6524,MIT_598,gender,Male .,Male
6525,MIT_598,bloodgroup,0 . It,O+
6526,MIT_598,experience1,7 years at Munshi-Shere,7 years at Munshi-Shere
6527,MIT_598,qualification,Graduate .,Graduate
6528,MIT_598,languageknown,"Hindi , Gujarati , Kannada , English","Hindi, Gujarati, Kannada, English"
6529,MIT_598,referencescmob2,Yashila Kapoor - 99 15054519 .,Yashica Kapoor - 9915054519
6530,MIT_598,pancard,RCFB P 1954 R.,RCFBP1954R
6531,MIT_598,maritalstatus,Single .,Single
6532,MIT_598,contactnumber,738237 8192 .,7382378192
6533,MIT_598,AlternateNo,964188 1823 .,9641881823
6534,MIT_598,place,Jaipur .,Jaipur
6535,MIT_598,candidatename,August Agrawal .,Aayush Agrawal
6536,MIT_598,referencescmob1,Yasha wins worthy - 916804 9677 .,Yashawini Murthy - 9168049677
6537,VIT_1000,nationality,Indian .,Indian
6538,VIT_1000,Dateofbirth,11/16 (1967 .,11/16/1967
6539,VIT_1000,Fatherhusbandname,Rehaan Seth .,Rehaan Seth
6540,VIT_1000,permanentaddress,"78106 , Karnik Road , Gevalbox 034897","78/06, Karnik Road, Gwalior 034897"
6541,VIT_1000,experience,8 years at Root Ltd .,8 years at Rout Ltd
6542,VIT_1000,date,01/4/2025 .,1/14/2025
6543,VIT_1000,presentaddress,"791045 , Ganesan Path , Durg-0596342","79/045, Ganesan Path, Durg-059642"
6544,VIT_1000,gender,Female .,Female
6545,VIT_1000,bloodgroup,at,A+
6546,VIT_1000,experience1,ageons at Ramafrishna-Borah,9 years at Ramakrishnan-Borah
6547,VIT_1000,qualification,Giraduate,Graduate
6548,VIT_1000,languageknown,"English , Telugu , Gujarati","English, Telugu, Gujarati"
6549,VIT_1000,aadhaarcard,28525 (000000 .,285251000000
6550,VIT_1000,referencescmob2,chakradhar Das - 9719407028,Chakradhar Das - 9719407028
6551,VIT_1000,pancard,' RMOIF 0785 V.,RMOIF0785V
6552,VIT_1000,maritalstatus,married .,Married
6553,VIT_1000,contactnumber,75731 88866 .,7573188866
6554,VIT_1000,AlternateNo,7815867475 .,7815867475
6555,VIT_1000,place,Bho pad .,Bhopal
6556,VIT_1000,candidatename,Unnati Seth .,Unnati Seth
6557,VIT_1000,referencescmob1,Ekapad Chopra - 724775822,Ekapad Chopra - 7247758822
6558,VIT_915,nationality,andian .,Indian
6559,VIT_915,Dateofbirth,4/4 ( 1997 .,4/4/1997
6560,VIT_915,Fatherhusbandname,Samuel Naula .,Samuel Narula
6561,VIT_915,permanentaddress,"45 ( 334 , Upadhyay Chorsk , Bharnagar 844704","45/334, Upadhyay Chowk, Bhavnagar 844704"
6562,VIT_915,experience,A years at Riggopalan - Zachaniah,4 years at Rajagopalan-Zachariah
6563,VIT_915,date,06 (04 ( 2022 .,6/4/2022
6564,VIT_915,presentaddress,"79126 , Uppal Road -002555","78/26, Uppal Road, Gorakhpur-000255"
6565,VIT_915,gender,Female .,Female
6566,VIT_915,bloodgroup,AB -,AB-
6567,VIT_915,experience1,to year at Bakshi-Sandhu .,10 years at Bakshi-Sandhu
6568,VIT_915,qualification,Ph D .,PhD
6569,VIT_915,languageknown,"Kannada , Malayalam , Tamil , Hindi","Kannada, Malayalam, Tamil, Hindi"
6570,VIT_915,referencescmob2,Falguni Rajan - 8174/273/4 .,Falguni Rajan - 8174127314
6571,VIT_915,pancard,SBHRC 1927U .,SBHRC1927U
6572,VIT_915,maritalstatus,Single .,Single
6573,VIT_915,contactnumber,7072553319 .,7072553319
6574,VIT_915,AlternateNo,836658 4691 .,8366584692
6575,VIT_915,place,Rimphal .,Imphal
6576,VIT_915,candidatename,Ekiya Nauda .,Ekiya Narula
6577,VIT_915,referencescmob1,"Depa Prabhu - 457,7861138 .",Deepa Prabhu - 9577861138
6578,MIT_34,nationality,Indian,Indian
6579,MIT_34,Dateofbirth,"2/0,9,61 .",02-10-1961
6580,MIT_34,Fatherhusbandname,Yatin Khaksa .,Yatin Khalsa
6581,MIT_34,permanentaddress,"80, Varazila , Anadi -253084","80, Vasa Zila, Avadi-253584"
6582,MIT_34,experience,4 years at pillamy - Sibal,4 years at Pillay-Sibal
6583,MIT_34,date,09 ( 3012022 .,9/30/2022
6584,MIT_34,presentaddress,"18,669 , Davis Zila , Springer 18.5289 .","78/669, Dass Zila, Srinagar 785289"
6585,MIT_34,gender,Female .,Female
6586,MIT_34,bloodgroup,0-,O-
6587,MIT_34,experience1,"8 "" Years at Dayal chodha and",8 years at Dayal  Chadha and Bhatti
6588,MIT_34,qualification,10th pass .,10th Pass
6589,MIT_34,languageknown,"Kannada , Telugu , Gujarati , English","Kannada, Telugu, Gujarati, English"
6590,MIT_34,referencescmob2,Jeremiah mitten -7385391978,Jeremiah Mitter - 7385391978
6591,MIT_34,pancard,RLYL567AL,RLJYL5674L
6592,MIT_34,maritalstatus,married .,Married
6593,MIT_34,contactnumber,91624234443 .,9624234443
6594,MIT_34,AlternateNo,9099 580222 .,9099580222
6595,MIT_34,place,Lucknow .,Lucknow
6596,MIT_34,candidatename,Eriya Khalsa,Ekiya Khalsa
6597,MIT_34,referencescmob1,zashil Heagle - 834 750 1994,Zashil Hegde - 8347507994
6598,TCE_1477,nationality,Indican .,Indian
6599,TCE_1477,Dateofbirth,10 (15 ) 1982 .,10/15/1982
6600,TCE_1477,Fatherhusbandname,Ayren Roy .,Ayaan Raj
6601,TCE_1477,permanentaddress,"H. No. 46 , Aurora Nagar . Amarayatiuss","H.No. 46, Aurora Nagar, Amaravati-407685"
6602,TCE_1477,experience,9 Years at oak-Grade .,9 years at Oak-Gole
6603,TCE_1477,date,( 12 ( 21 ) 2024 .,12/21/2024
6604,TCE_1477,presentaddress,"12 , Yadov Path , Hyderabad -760830","12, Yadav Path, Hyderabad-760830"
6605,TCE_1477,gender,Female .,Female
6606,TCE_1477,bloodgroup,o-,O-
6607,TCE_1477,experience1,9 Years at Baria PLC .,9 years at Baria PLC
6608,TCE_1477,qualification,Diploma .,Diploma
6609,TCE_1477,languageknown,"Tamil , Marathi , Malayalam .","Tamil, Marathi, Malayalam"
6610,TCE_1477,referencescmob2,P. Ohrite Nori - 943922128 .,Dhriti Nori - 9439224287
6611,TCE_1477,maritalstatus,( Married .,Married
6612,TCE_1477,contactnumber,1960s0-26,9601804726
6613,TCE_1477,AlternateNo,963679 8865,9636798865
6614,TCE_1477,place,Itanagan .,Itanagar
6615,TCE_1477,candidatename,Hirral Rai .,Hiral Raj
6616,TCE_1477,referencescmob1,Anamika kuruvilla -78.366.7 .,Anamika Kuruvilla - 7873661717
6617,MIT_676,nationality,Indian .,Indian
6618,MIT_676,Dateofbirth,2/2 (196 ! .,02-12-1961
6619,MIT_676,Fatherhusbandname,Daniel Bahri .,Daniel Bahri
6620,MIT_676,permanentaddress,"H.NO.97 , Rajan Street , Salem.956964 .","H.No. 97, Rajan Street, Salem 956964"
6621,MIT_676,experience,TYEARS AT KANNAN SARIN AND AGGARWAL,7 years at Kannan  Sarin and Aggarwal
6622,MIT_676,date,05 ( IT ( 2024 .,5/17/2024
6623,MIT_676,presentaddress,"H.NO.032 , RANK CHOOK , DEHRI , 581111","H.No. 032, Ravi Chowk, Dehri 587777"
6624,MIT_676,gender,female .,Female
6625,MIT_676,bloodgroup,abt .,AB+
6626,MIT_676,experience1,2years at Sir Mallick and Angarwal,2 years at Bir  Mallick and Aggarwal
6627,MIT_676,qualification,10th Pass .,10th Pass
6628,MIT_676,languageknown,"Cannada , Gujarati , English , Marathi","Kannada, Gujarati, English, Marathi"
6629,MIT_676,aadhaarcard,257623000000,258000000000.0
6630,MIT_676,referencescmob2,Samaksh Nadkarni-9318278506 .,Samaksh Nadkarni - 9318278506
6631,MIT_676,maritalstatus,married .,Married
6632,MIT_676,contactnumber,8749284840,8749284820
6633,MIT_676,AlternateNo,1814853.30,7874853230
6634,MIT_676,place,stillong .,Shillong
6635,MIT_676,candidatename,Yashvi Bahri .,Yashvi Bahri
6636,MIT_676,referencescmob1,AYAIN SHAMINATHAN -7740629103,Ayaan Swaminathan - 7740629103
6637,VIT_922,Dateofbirth,61.22 ) 1976 .,6/22/1976
6638,VIT_922,Fatherhusbandname,Anish Gopal,Ansh Gopal
6639,VIT_922,permanentaddress,"H. No. 223 . South-natural Street ,","H.No. 223, Sabharwal Street, Gopalpur-245422"
6640,VIT_922,experience,2 years at Badami Irere .,2 years at Badami Inc
6641,VIT_922,date,6/141 2025 .,6/14/2025
6642,VIT_922,presentaddress,"97 , ' Koshy Zila , New Delhiquires","97, Koshy Zila, New Delhi 911420"
6643,VIT_922,gender,Male .,Male
6644,VIT_922,bloodgroup,Bf.,B+
6645,VIT_922,experience1,10 years at Khore-Bhatti-,10 years at Khare-Bhatt
6646,VIT_922,qualification,Graduate .,Graduate
6647,VIT_922,languageknown,"Tamil , Hindi , Feluge","Tamil, Hindi, Telugu"
6648,VIT_922,aadhaarcard,79( 1953000000,791853000000
6649,VIT_922,referencescmob2,Wriedchigh Bains -7667045534,Wriddhish Bains - 7667045634
6650,VIT_922,maritalstatus,single .,Single
6651,VIT_922,contactnumber,778091 6912 .,7780916912
6652,VIT_922,AlternateNo,827/8G 7925 .,8271897925
6653,VIT_922,place,Delbie,Delhi
6654,VIT_922,candidatename,Meanar Gospel .,Maanav Gopal
6655,VIT_922,referencescmob1,Nachifeck Grande - 8159687273,Nachiket Garde - 8159687273
6656,TCE_1107,nationality,Indian,Indian
6657,TCE_1107,Dateofbirth,1/24 ( 1995,1/24/1995
6658,TCE_1107,Fatherhusbandname,Boijesh Gunha .,Brijesh Guha
6659,TCE_1107,permanentaddress,"30 (781 , Sampath shock ,","30/781, Sampath Chowk, Kulti-558811"
6660,TCE_1107,experience,6 years at Saran-Ragan,6 years at Saran-Rajan
6661,TCE_1107,date,03 ( 23 ( 20'25 .,3/23/2025
6662,TCE_1107,presentaddress,"12/68 , Voorkey Commander , 86 3.20 1 .","12/68, Varkey Circle, Chennai 863201"
6663,TCE_1107,gender,Male .,Male
6664,TCE_1107,bloodgroup,0 -,O-
6665,TCE_1107,experience1,5 years at Nataragan hundred,5 years at Natarajan  Kunda and Korpal
6666,TCE_1107,qualification,Diploma .,Diploma
6667,TCE_1107,languageknown,"Marathi , Tamil , Hindu","Marathi, Tamil, Hindi"
6668,TCE_1107,referencescmob2,Omya chaudhar - 8260824516,Omya Chaudhari - 8260824516
